instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,Unnamed: 0,atemp,hum,windspeed,casual,registered,cnt,instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
120,06-01-2011,1,0,1,5,False,4,2,0.14,119,0.1818,0.69,0.0896,0,4,4,739.0,03-02-2011,1.0,0.0,2.0,3.0,False,4.0,1.0,0.18,0.1667,0.43,0.2537,0.0,1.0,1.0
121,06-01-2011,1,0,1,6,False,4,2,0.14,120,0.1667,0.63,0.1045,0,36,36,740.0,03-02-2011,1.0,0.0,2.0,5.0,False,4.0,1.0,0.16,0.1364,0.5,0.2985,0.0,2.0,2.0
122,06-01-2011,1,0,1,7,False,4,2,0.16,121,0.2273,0.59,0.0,0,95,95,741.0,03-02-2011,1.0,0.0,2.0,6.0,False,4.0,1.0,0.16,0.1364,0.43,0.3582,0.0,39.0,39.0
123,06-01-2011,1,0,1,8,False,4,1,0.16,122,0.2273,0.59,0.0,3,216,219,742.0,03-02-2011,1.0,0.0,2.0,7.0,False,4.0,1.0,0.14,0.1212,0.5,0.3284,1.0,86.0,87.0
124,06-01-2011,1,0,1,9,False,4,2,0.18,123,0.2424,0.51,0.0,6,116,122,743.0,03-02-2011,1.0,0.0,2.0,8.0,False,4.0,1.0,0.14,0.1212,0.5,0.3582,4.0,184.0,188.0
125,06-01-2011,1,0,1,10,False,4,1,0.2,124,0.2576,0.47,0.0,3,42,45,744.0,03-02-2011,1.0,0.0,2.0,9.0,False,4.0,1.0,0.16,0.1364,0.47,0.2985,6.0,127.0,133.0
126,06-01-2011,1,0,1,11,False,4,1,0.22,125,0.2576,0.44,0.0896,2,57,59,745.0,03-02-2011,1.0,0.0,2.0,10.0,False,4.0,1.0,0.18,0.1515,0.43,0.3284,2.0,50.0,52.0
127,06-01-2011,1,0,1,12,False,4,1,0.26,126,0.2879,0.35,0.0,6,78,84,746.0,03-02-2011,1.0,0.0,2.0,11.0,False,4.0,1.0,0.18,0.1364,0.43,0.4478,9.0,55.0,64.0
128,06-01-2011,1,0,1,13,False,4,1,0.26,127,0.2727,0.35,0.1045,12,55,67,747.0,03-02-2011,1.0,0.0,2.0,12.0,False,4.0,1.0,0.2,0.1818,0.4,0.3582,2.0,67.0,69.0
129,06-01-2011,1,0,1,14,False,4,1,0.28,128,0.2727,0.36,0.1642,11,59,70,748.0,03-02-2011,1.0,0.0,2.0,13.0,False,4.0,1.0,0.2,0.1667,0.4,0.4179,4.0,47.0,51.0
130,06-01-2011,1,0,1,15,False,4,1,0.28,129,0.2727,0.36,0.0,8,54,62,749.0,03-02-2011,1.0,0.0,2.0,14.0,False,4.0,1.0,0.22,0.197,0.37,0.3881,4.0,43.0,47.0
131,06-01-2011,1,0,1,16,False,4,1,0.26,130,0.2576,0.38,0.1642,12,74,86,750.0,03-02-2011,1.0,0.0,2.0,15.0,False,4.0,1.0,0.22,0.197,0.37,0.3284,4.0,56.0,60.0
132,06-01-2011,1,0,1,17,False,4,1,0.22,131,0.2273,0.51,0.1642,9,163,172,751.0,03-02-2011,1.0,0.0,2.0,16.0,False,4.0,1.0,0.22,0.2121,0.37,0.2537,5.0,73.0,78.0
133,06-01-2011,1,0,1,18,False,4,1,0.22,132,0.2273,0.51,0.1343,5,158,163,752.0,03-02-2011,1.0,0.0,2.0,17.0,False,4.0,1.0,0.2,0.197,0.4,0.194,5.0,170.0,175.0
134,06-01-2011,1,0,1,19,False,4,1,0.22,133,0.2576,0.55,0.0896,3,109,112,753.0,03-02-2011,1.0,0.0,2.0,18.0,False,4.0,1.0,0.2,0.2121,0.4,0.1642,2.0,145.0,147.0
135,06-01-2011,1,0,1,20,False,4,1,0.2,134,0.2121,0.51,0.1642,3,66,69,754.0,03-02-2011,1.0,0.0,2.0,19.0,False,4.0,1.0,0.2,0.2576,0.4,0.0,4.0,92.0,96.0
136,06-01-2011,1,0,1,21,False,4,2,0.22,135,0.2121,0.55,0.2239,0,48,48,755.0,03-02-2011,1.0,0.0,2.0,20.0,False,4.0,1.0,0.2,0.2273,0.47,0.0896,1.0,108.0,109.0
137,06-01-2011,1,0,1,22,False,4,2,0.22,136,0.2121,0.51,0.2836,1,51,52,756.0,03-02-2011,1.0,0.0,2.0,21.0,False,4.0,1.0,0.18,0.2121,0.55,0.1045,1.0,53.0,54.0
138,06-01-2011,1,0,1,23,False,4,2,0.2,137,0.197,0.59,0.194,4,19,23,757.0,03-02-2011,1.0,0.0,2.0,22.0,False,4.0,1.0,0.18,0.2121,0.51,0.0896,2.0,39.0,41.0
139,07-01-2011,1,0,1,0,False,5,2,0.2,138,0.197,0.64,0.194,4,13,17,758.0,03-02-2011,1.0,0.0,2.0,23.0,False,4.0,1.0,0.2,0.2273,0.47,0.1045,4.0,34.0,38.0
140,07-01-2011,1,0,1,1,False,5,2,0.2,139,0.197,0.69,0.2239,2,5,7,759.0,04-02-2011,1.0,0.0,2.0,0.0,False,5.0,2.0,0.2,0.2576,0.44,0.0,3.0,10.0,13.0
141,07-01-2011,1,0,1,2,False,5,2,0.2,140,0.197,0.69,0.2239,0,1,1,760.0,04-02-2011,1.0,0.0,2.0,1.0,False,5.0,2.0,0.16,0.2273,0.59,0.0,0.0,7.0,7.0
142,07-01-2011,1,0,1,4,False,5,2,0.2,141,0.2121,0.69,0.1343,0,1,1,761.0,04-02-2011,1.0,0.0,2.0,2.0,False,5.0,2.0,0.14,0.1667,0.63,0.1045,0.0,1.0,1.0
143,07-01-2011,1,0,1,5,False,5,3,0.22,142,0.2727,0.55,0.0,0,5,5,762.0,04-02-2011,1.0,0.0,2.0,3.0,False,5.0,2.0,0.14,0.1667,0.63,0.1045,0.0,1.0,1.0
144,07-01-2011,1,0,1,6,False,5,2,0.2,143,0.2576,0.69,0.0,8,26,34,763.0,04-02-2011,1.0,0.0,2.0,5.0,False,5.0,2.0,0.14,0.1515,0.63,0.1343,0.0,7.0,7.0
145,07-01-2011,1,0,1,7,False,5,1,0.2,144,0.2121,0.69,0.1343,8,76,84,764.0,04-02-2011,1.0,0.0,2.0,6.0,False,5.0,2.0,0.16,0.2273,0.55,0.0,2.0,26.0,28.0
146,07-01-2011,1,0,1,8,False,5,1,0.2,145,0.197,0.51,0.2537,20,190,210,765.0,04-02-2011,1.0,0.0,2.0,7.0,False,5.0,1.0,0.14,0.2121,0.59,0.0,0.0,87.0,87.0
147,07-01-2011,1,0,1,9,False,5,1,0.2,146,0.1818,0.47,0.2985,9,125,134,766.0,04-02-2011,1.0,0.0,2.0,8.0,False,5.0,1.0,0.14,0.1515,0.74,0.1343,3.0,217.0,220.0
148,07-01-2011,1,0,1,10,False,5,1,0.22,147,0.197,0.37,0.3284,16,47,63,767.0,04-02-2011,1.0,0.0,2.0,9.0,False,5.0,2.0,0.16,0.1818,0.8,0.1343,3.0,124.0,127.0
149,07-01-2011,1,0,1,11,False,5,2,0.2,148,0.197,0.4,0.2239,19,48,67,768.0,04-02-2011,1.0,0.0,2.0,10.0,False,5.0,2.0,0.2,0.2121,0.51,0.1343,5.0,46.0,51.0
150,07-01-2011,1,0,1,12,False,5,2,0.2,149,0.197,0.37,0.2537,9,50,59,769.0,04-02-2011,1.0,0.0,2.0,11.0,False,5.0,1.0,0.22,0.2273,0.51,0.1642,3.0,61.0,64.0
151,07-01-2011,1,0,1,13,False,5,2,0.2,150,0.1818,0.37,0.2836,9,64,73,770.0,04-02-2011,1.0,0.0,2.0,12.0,False,5.0,2.0,0.24,0.2424,0.48,0.1642,8.0,78.0,86.0
152,07-01-2011,1,0,1,14,False,5,2,0.2,151,0.197,0.4,0.2537,7,43,50,771.0,04-02-2011,1.0,0.0,2.0,13.0,False,5.0,2.0,0.26,0.2576,0.5,0.2239,9.0,73.0,82.0
153,07-01-2011,1,0,1,15,False,5,2,0.2,152,0.2121,0.37,0.1642,9,63,72,772.0,04-02-2011,1.0,0.0,2.0,14.0,False,5.0,2.0,0.28,0.2727,0.45,0.1642,15.0,76.0,91.0
154,07-01-2011,1,0,1,16,False,5,2,0.2,153,0.2121,0.37,0.1642,5,82,87,773.0,04-02-2011,1.0,0.0,2.0,15.0,False,5.0,2.0,0.28,0.2727,0.48,0.2537,9.0,81.0,90.0
155,07-01-2011,1,0,1,17,False,5,2,0.2,154,0.2576,0.37,0.0,9,178,187,774.0,04-02-2011,1.0,0.0,2.0,16.0,False,5.0,2.0,0.3,0.2879,0.42,0.2239,8.0,91.0,99.0
156,07-01-2011,1,0,1,18,False,5,1,0.2,155,0.2273,0.4,0.0896,7,116,123,775.0,04-02-2011,1.0,0.0,2.0,17.0,False,5.0,2.0,0.26,0.2727,0.56,0.1343,10.0,195.0,205.0
157,07-01-2011,1,0,1,19,False,5,1,0.16,156,0.197,0.55,0.0896,3,92,95,776.0,04-02-2011,1.0,0.0,2.0,18.0,False,5.0,2.0,0.24,0.2576,0.6,0.1045,3.0,152.0,155.0
158,07-01-2011,1,0,1,20,False,5,1,0.18,157,0.2121,0.47,0.1045,1,50,51,777.0,04-02-2011,1.0,0.0,2.0,19.0,False,5.0,2.0,0.24,0.2424,0.65,0.1343,1.0,102.0,103.0
159,07-01-2011,1,0,1,21,False,5,1,0.18,158,0.197,0.47,0.1343,0,39,39,778.0,04-02-2011,1.0,0.0,2.0,20.0,False,5.0,2.0,0.24,0.2424,0.65,0.1642,2.0,69.0,71.0
160,07-01-2011,1,0,1,22,False,5,2,0.18,159,0.197,0.43,0.1642,2,34,36,779.0,04-02-2011,1.0,0.0,2.0,21.0,False,5.0,2.0,0.24,0.2424,0.7,0.1642,2.0,41.0,43.0
161,07-01-2011,1,0,1,23,False,5,2,0.18,160,0.197,0.51,0.1642,1,14,15,780.0,04-02-2011,1.0,0.0,2.0,22.0,False,5.0,2.0,0.24,0.2424,0.65,0.1642,1.0,45.0,46.0
162,08-01-2011,1,0,1,0,False,6,2,0.18,161,0.197,0.51,0.1642,1,24,25,781.0,04-02-2011,1.0,0.0,2.0,23.0,False,5.0,2.0,0.24,0.2424,0.7,0.1343,1.0,30.0,31.0
163,08-01-2011,1,0,1,1,False,6,2,0.18,162,0.2121,0.55,0.0896,1,15,16,782.0,05-02-2011,1.0,0.0,2.0,0.0,False,6.0,2.0,0.24,0.2424,0.7,0.1642,3.0,36.0,39.0
164,08-01-2011,1,0,1,2,False,6,2,0.18,163,0.2424,0.55,0.0,3,13,16,783.0,05-02-2011,1.0,0.0,2.0,1.0,False,6.0,2.0,0.24,0.2424,0.65,0.1642,1.0,17.0,18.0
165,08-01-2011,1,0,1,3,False,6,3,0.18,164,0.197,0.55,0.1642,0,7,7,784.0,05-02-2011,1.0,0.0,2.0,2.0,False,6.0,2.0,0.24,0.2424,0.75,0.1642,5.0,12.0,17.0
166,08-01-2011,1,0,1,4,False,6,3,0.18,165,0.197,0.55,0.1642,0,1,1,785.0,05-02-2011,1.0,0.0,2.0,3.0,False,6.0,2.0,0.24,0.2424,0.75,0.1642,1.0,10.0,11.0
167,08-01-2011,1,0,1,5,False,6,2,0.16,166,0.1667,0.74,0.1642,0,5,5,786.0,05-02-2011,1.0,0.0,2.0,4.0,False,6.0,3.0,0.22,0.2273,0.93,0.1343,0.0,8.0,8.0
168,08-01-2011,1,0,1,6,False,6,2,0.16,167,0.1667,0.74,0.1642,0,2,2,787.0,05-02-2011,1.0,0.0,2.0,5.0,False,6.0,3.0,0.2,0.2273,1.0,0.0896,0.0,9.0,9.0
169,08-01-2011,1,0,1,7,False,6,2,0.16,168,0.1818,0.74,0.1045,1,8,9,788.0,05-02-2011,1.0,0.0,2.0,6.0,False,6.0,3.0,0.2,0.2576,1.0,0.0,0.0,4.0,4.0
170,08-01-2011,1,0,1,8,False,6,3,0.16,169,0.1818,0.93,0.1045,0,15,15,789.0,05-02-2011,1.0,0.0,2.0,7.0,False,6.0,3.0,0.22,0.2576,0.93,0.0896,0.0,4.0,4.0
171,08-01-2011,1,0,1,9,False,6,3,0.16,170,0.1818,0.93,0.1045,0,20,20,790.0,05-02-2011,1.0,0.0,2.0,8.0,False,6.0,3.0,0.2,0.2273,1.0,0.0896,0.0,10.0,10.0
172,08-01-2011,1,0,1,10,False,6,2,0.18,171,0.197,0.8,0.1642,5,56,61,791.0,05-02-2011,1.0,0.0,2.0,9.0,False,6.0,3.0,0.2,0.2273,1.0,0.0896,3.0,17.0,20.0
173,08-01-2011,1,0,1,11,False,6,2,0.2,172,0.1818,0.69,0.3881,2,60,62,792.0,05-02-2011,1.0,0.0,2.0,10.0,False,6.0,3.0,0.2,0.2121,1.0,0.1343,3.0,31.0,34.0
174,08-01-2011,1,0,1,12,False,6,2,0.2,173,0.1818,0.59,0.3582,8,90,98,793.0,05-02-2011,1.0,0.0,2.0,11.0,False,6.0,3.0,0.22,0.2273,1.0,0.1343,1.0,46.0,47.0
175,08-01-2011,1,0,1,13,False,6,1,0.2,174,0.1818,0.44,0.3284,7,95,102,794.0,05-02-2011,1.0,0.0,2.0,12.0,False,6.0,3.0,0.22,0.2273,1.0,0.1642,10.0,42.0,52.0
176,08-01-2011,1,0,1,14,False,6,1,0.2,175,0.1667,0.32,0.4925,12,83,95,795.0,05-02-2011,1.0,0.0,2.0,13.0,False,6.0,3.0,0.22,0.2273,1.0,0.1642,10.0,62.0,72.0
177,08-01-2011,1,0,1,15,False,6,1,0.2,176,0.1667,0.32,0.4478,5,69,74,796.0,05-02-2011,1.0,0.0,2.0,14.0,False,6.0,3.0,0.22,0.2727,1.0,0.0,5.0,50.0,55.0
178,08-01-2011,1,0,1,16,False,6,1,0.18,177,0.1364,0.29,0.4478,8,68,76,797.0,05-02-2011,1.0,0.0,2.0,15.0,False,6.0,3.0,0.22,0.2727,1.0,0.0,11.0,49.0,60.0
179,08-01-2011,1,0,1,17,False,6,1,0.16,178,0.1212,0.37,0.5522,5,64,69,798.0,05-02-2011,1.0,0.0,2.0,16.0,False,6.0,3.0,0.22,0.2273,1.0,0.1343,8.0,63.0,71.0
180,08-01-2011,1,0,1,18,False,6,1,0.14,179,0.1212,0.39,0.2985,3,52,55,799.0,05-02-2011,1.0,0.0,2.0,17.0,False,6.0,2.0,0.24,0.2121,1.0,0.2836,14.0,64.0,78.0
181,08-01-2011,1,0,1,19,False,6,1,0.14,180,0.1212,0.36,0.2537,4,26,30,800.0,05-02-2011,1.0,0.0,2.0,18.0,False,6.0,2.0,0.28,0.2424,0.93,0.4478,2.0,81.0,83.0
182,08-01-2011,1,0,1,20,False,6,1,0.12,181,0.1212,0.36,0.2537,0,28,28,801.0,05-02-2011,1.0,0.0,2.0,19.0,False,6.0,2.0,0.28,0.2424,0.93,0.4478,6.0,78.0,84.0
183,08-01-2011,1,0,1,21,False,6,1,0.12,182,0.1061,0.39,0.3582,2,35,37,802.0,05-02-2011,1.0,0.0,2.0,20.0,False,6.0,1.0,0.3,0.2879,0.87,0.2537,5.0,64.0,69.0
184,08-01-2011,1,0,1,22,False,6,1,0.12,183,0.1061,0.36,0.3881,1,33,34,803.0,05-02-2011,1.0,0.0,2.0,21.0,False,6.0,1.0,0.26,0.2576,1.0,0.194,3.0,53.0,56.0
185,08-01-2011,1,0,1,23,False,6,1,0.1,184,0.0606,0.39,0.4478,0,22,22,804.0,05-02-2011,1.0,0.0,2.0,22.0,False,6.0,1.0,0.26,0.2727,0.93,0.1343,2.0,43.0,45.0
186,09-01-2011,1,0,1,0,False,0,1,0.1,185,0.0758,0.42,0.3881,1,24,25,805.0,05-02-2011,1.0,0.0,2.0,23.0,False,6.0,1.0,0.26,0.2576,0.93,0.2239,7.0,52.0,59.0
187,09-01-2011,1,0,1,1,False,0,1,0.1,186,0.0606,0.42,0.4627,0,12,12,806.0,06-02-2011,1.0,0.0,2.0,0.0,False,0.0,1.0,0.26,0.2576,0.7,0.194,2.0,37.0,39.0
188,09-01-2011,1,0,1,2,False,0,1,0.1,187,0.0606,0.46,0.4627,0,11,11,807.0,06-02-2011,1.0,0.0,2.0,1.0,False,0.0,1.0,0.26,0.2273,0.65,0.4179,4.0,40.0,44.0
189,09-01-2011,1,0,1,3,False,0,1,0.1,188,0.0758,0.46,0.4179,0,4,4,808.0,06-02-2011,1.0,0.0,2.0,2.0,False,0.0,1.0,0.26,0.2273,0.6,0.3284,0.0,20.0,20.0
190,09-01-2011,1,0,1,4,False,0,1,0.08,189,0.0909,0.53,0.194,0,1,1,809.0,06-02-2011,1.0,0.0,2.0,3.0,False,0.0,1.0,0.26,0.2879,0.6,0.0896,3.0,10.0,13.0
191,09-01-2011,1,0,1,5,False,0,1,0.08,190,0.0909,0.53,0.194,0,1,1,810.0,06-02-2011,1.0,0.0,2.0,4.0,False,0.0,1.0,0.26,0.2273,0.6,0.3582,0.0,2.0,2.0
192,09-01-2011,1,0,1,6,False,0,1,0.1,191,0.0909,0.49,0.2836,0,1,1,811.0,06-02-2011,1.0,0.0,2.0,5.0,False,0.0,1.0,0.26,0.2576,0.6,0.2239,0.0,1.0,1.0
193,09-01-2011,1,0,1,7,False,0,1,0.08,192,0.0909,0.53,0.194,1,5,6,812.0,06-02-2011,1.0,0.0,2.0,6.0,False,0.0,1.0,0.26,0.2576,0.6,0.2239,0.0,1.0,1.0
194,09-01-2011,1,0,1,8,False,0,1,0.1,193,0.0909,0.49,0.2836,0,10,10,813.0,06-02-2011,1.0,0.0,2.0,7.0,False,0.0,1.0,0.24,0.2424,0.65,0.1642,0.0,8.0,8.0
195,09-01-2011,1,0,1,9,False,0,1,0.12,194,0.0758,0.46,0.5224,0,19,19,814.0,06-02-2011,1.0,0.0,2.0,8.0,False,0.0,1.0,0.24,0.2576,0.65,0.1045,2.0,21.0,23.0
196,09-01-2011,1,0,1,10,False,0,1,0.14,195,0.1061,0.43,0.3881,0,49,49,815.0,06-02-2011,1.0,0.0,2.0,9.0,False,0.0,1.0,0.28,0.2879,0.56,0.1045,7.0,38.0,45.0
197,09-01-2011,1,0,1,11,False,0,1,0.16,196,0.1212,0.4,0.5224,2,47,49,816.0,06-02-2011,1.0,0.0,2.0,10.0,False,0.0,1.0,0.3,0.2879,0.52,0.2537,15.0,74.0,89.0
198,09-01-2011,1,0,1,12,False,0,1,0.18,197,0.1364,0.37,0.4478,4,79,83,817.0,06-02-2011,1.0,0.0,2.0,11.0,False,0.0,1.0,0.32,0.303,0.49,0.2537,28.0,89.0,117.0
199,09-01-2011,1,0,1,13,False,0,1,0.2,198,0.1667,0.34,0.4478,6,69,75,818.0,06-02-2011,1.0,0.0,2.0,12.0,False,0.0,1.0,0.34,0.3333,0.46,0.0,48.0,126.0,174.0
200,09-01-2011,1,0,1,14,False,0,1,0.22,199,0.1818,0.32,0.4627,8,64,72,819.0,06-02-2011,1.0,0.0,2.0,13.0,False,0.0,1.0,0.34,0.3636,0.46,0.0,47.0,135.0,182.0
201,09-01-2011,1,0,1,15,False,0,1,0.22,200,0.197,0.35,0.3582,5,77,82,820.0,06-02-2011,1.0,0.0,2.0,14.0,False,0.0,1.0,0.34,0.3485,0.46,0.0896,47.0,114.0,161.0
202,09-01-2011,1,0,1,16,False,0,1,0.2,201,0.1667,0.34,0.4478,13,79,92,821.0,06-02-2011,1.0,0.0,2.0,15.0,False,0.0,1.0,0.34,0.3485,0.46,0.0896,52.0,130.0,182.0
203,09-01-2011,1,0,1,17,False,0,1,0.18,202,0.1515,0.37,0.3881,3,59,62,822.0,06-02-2011,1.0,0.0,2.0,16.0,False,0.0,1.0,0.34,0.3485,0.49,0.1045,42.0,115.0,157.0
204,09-01-2011,1,0,1,18,False,0,1,0.16,203,0.1364,0.4,0.3284,4,44,48,823.0,06-02-2011,1.0,0.0,2.0,17.0,False,0.0,1.0,0.34,0.3636,0.46,0.0,24.0,97.0,121.0
205,09-01-2011,1,0,1,19,False,0,1,0.16,204,0.1364,0.43,0.3284,1,40,41,824.0,06-02-2011,1.0,0.0,2.0,18.0,False,0.0,1.0,0.3,0.303,0.56,0.1642,13.0,65.0,78.0
206,09-01-2011,1,0,1,20,False,0,1,0.14,205,0.1212,0.46,0.2537,0,38,38,825.0,06-02-2011,1.0,0.0,2.0,19.0,False,0.0,1.0,0.28,0.2879,0.61,0.1343,1.0,20.0,21.0
207,09-01-2011,1,0,1,21,False,0,1,0.14,206,0.1061,0.46,0.4179,1,19,20,826.0,06-02-2011,1.0,0.0,2.0,20.0,False,0.0,1.0,0.28,0.2879,0.61,0.1045,5.0,21.0,26.0
208,09-01-2011,1,0,1,22,False,0,1,0.14,207,0.1212,0.46,0.2985,5,10,15,827.0,06-02-2011,1.0,0.0,2.0,21.0,False,0.0,1.0,0.26,0.303,0.6,0.0,5.0,22.0,27.0
209,09-01-2011,1,0,1,23,False,0,1,0.12,208,0.1364,0.5,0.194,0,6,6,828.0,06-02-2011,1.0,0.0,2.0,22.0,False,0.0,1.0,0.26,0.303,0.6,0.0,5.0,57.0,62.0
210,10-01-2011,1,0,1,0,False,1,1,0.12,209,0.1212,0.5,0.2836,2,3,5,829.0,06-02-2011,1.0,0.0,2.0,23.0,False,0.0,1.0,0.24,0.2879,0.65,0.0,4.0,26.0,30.0
211,10-01-2011,1,0,1,1,False,1,1,0.12,210,0.1212,0.5,0.2836,1,0,1,830.0,07-02-2011,1.0,0.0,2.0,0.0,False,1.0,1.0,0.24,0.2879,0.65,0.0,1.0,14.0,15.0
212,10-01-2011,1,0,1,2,False,1,1,0.12,211,0.1212,0.5,0.2239,0,3,3,831.0,07-02-2011,1.0,0.0,2.0,1.0,False,1.0,1.0,0.22,0.2727,0.75,0.0,1.0,4.0,5.0
213,10-01-2011,1,0,1,3,False,1,1,0.12,212,0.1212,0.5,0.2239,0,1,1,832.0,07-02-2011,1.0,0.0,2.0,2.0,False,1.0,1.0,0.2,0.2576,0.8,0.0,0.0,3.0,3.0
214,10-01-2011,1,0,1,4,False,1,1,0.1,213,0.1212,0.54,0.1343,1,2,3,833.0,07-02-2011,1.0,0.0,2.0,3.0,False,1.0,1.0,0.2,0.2576,0.86,0.0,0.0,1.0,1.0
215,10-01-2011,1,0,1,5,False,1,1,0.1,214,0.1061,0.54,0.2537,0,3,3,834.0,07-02-2011,1.0,0.0,2.0,4.0,False,1.0,1.0,0.2,0.2576,0.86,0.0,1.0,1.0,2.0
216,10-01-2011,1,0,1,6,False,1,1,0.12,215,0.1212,0.5,0.2836,0,31,31,835.0,07-02-2011,1.0,0.0,2.0,5.0,False,1.0,1.0,0.2,0.2576,0.86,0.0,1.0,9.0,10.0
217,10-01-2011,1,0,1,7,False,1,1,0.12,216,0.1212,0.5,0.2239,2,75,77,836.0,07-02-2011,1.0,0.0,2.0,6.0,False,1.0,1.0,0.18,0.2424,0.93,0.0,1.0,29.0,30.0
218,10-01-2011,1,0,1,8,False,1,2,0.12,217,0.1212,0.5,0.2836,4,184,188,837.0,07-02-2011,1.0,0.0,2.0,7.0,False,1.0,1.0,0.18,0.2424,0.86,0.0,6.0,89.0,95.0
219,10-01-2011,1,0,1,9,False,1,2,0.14,218,0.1212,0.5,0.2537,2,92,94,838.0,07-02-2011,1.0,0.0,2.0,8.0,False,1.0,2.0,0.16,0.2273,1.0,0.0,7.0,223.0,230.0
220,10-01-2011,1,0,1,10,False,1,2,0.14,219,0.1212,0.5,0.2985,0,31,31,839.0,07-02-2011,1.0,0.0,2.0,9.0,False,1.0,1.0,0.22,0.2727,0.8,0.0,3.0,115.0,118.0
221,10-01-2011,1,0,1,11,False,1,2,0.16,220,0.1364,0.47,0.2836,2,28,30,840.0,07-02-2011,1.0,0.0,2.0,10.0,False,1.0,1.0,0.24,0.2576,0.75,0.1045,6.0,49.0,55.0
222,10-01-2011,1,0,1,12,False,1,2,0.2,221,0.1818,0.4,0.2836,5,47,52,841.0,07-02-2011,1.0,0.0,2.0,11.0,False,1.0,1.0,0.3,0.3182,0.65,0.0896,11.0,36.0,47.0
223,10-01-2011,1,0,1,13,False,1,2,0.2,222,0.1818,0.4,0.2836,4,50,54,842.0,07-02-2011,1.0,0.0,2.0,12.0,False,1.0,2.0,0.32,0.3485,0.62,0.0,7.0,59.0,66.0
224,10-01-2011,1,0,1,14,False,1,2,0.2,223,0.197,0.4,0.2239,0,47,47,843.0,07-02-2011,1.0,0.0,2.0,13.0,False,1.0,2.0,0.36,0.3636,0.57,0.0896,10.0,54.0,64.0
225,10-01-2011,1,0,1,15,False,1,2,0.2,224,0.197,0.4,0.2239,2,43,45,844.0,07-02-2011,1.0,0.0,2.0,14.0,False,1.0,2.0,0.36,0.3636,0.57,0.0896,8.0,52.0,60.0
226,10-01-2011,1,0,1,16,False,1,1,0.2,225,0.2121,0.4,0.1343,4,70,74,845.0,07-02-2011,1.0,0.0,2.0,15.0,False,1.0,2.0,0.38,0.3939,0.54,0.0896,4.0,46.0,50.0
227,10-01-2011,1,0,1,17,False,1,1,0.2,226,0.2273,0.4,0.1045,4,174,178,846.0,07-02-2011,1.0,0.0,2.0,16.0,False,1.0,2.0,0.36,0.3485,0.57,0.1343,16.0,98.0,114.0
228,10-01-2011,1,0,1,18,False,1,1,0.2,227,0.197,0.4,0.2239,1,154,155,847.0,07-02-2011,1.0,0.0,2.0,17.0,False,1.0,2.0,0.32,0.3182,0.7,0.1642,9.0,207.0,216.0
229,10-01-2011,1,0,1,19,False,1,1,0.16,228,0.1667,0.47,0.1642,3,92,95,848.0,07-02-2011,1.0,0.0,2.0,18.0,False,1.0,2.0,0.34,0.3333,0.66,0.1343,5.0,170.0,175.0
230,10-01-2011,1,0,1,20,False,1,1,0.16,229,0.1667,0.5,0.1642,1,73,74,849.0,07-02-2011,1.0,0.0,2.0,19.0,False,1.0,2.0,0.32,0.3485,0.7,0.0,5.0,123.0,128.0
231,10-01-2011,1,0,1,21,False,1,1,0.14,230,0.1364,0.59,0.194,1,37,38,850.0,07-02-2011,1.0,0.0,2.0,20.0,False,1.0,2.0,0.32,0.3333,0.7,0.1045,6.0,82.0,88.0
232,10-01-2011,1,0,1,22,False,1,1,0.14,231,0.1515,0.59,0.1642,2,22,24,851.0,07-02-2011,1.0,0.0,2.0,21.0,False,1.0,1.0,0.32,0.3485,0.7,0.0,3.0,75.0,78.0
233,10-01-2011,1,0,1,23,False,1,1,0.14,232,0.1515,0.59,0.1642,0,18,18,852.0,07-02-2011,1.0,0.0,2.0,22.0,False,1.0,1.0,0.28,0.303,0.81,0.0896,3.0,34.0,37.0
234,11-01-2011,1,0,1,0,False,2,1,0.14,233,0.1667,0.59,0.1045,2,10,12,853.0,07-02-2011,1.0,0.0,2.0,23.0,False,1.0,2.0,0.3,0.3333,0.81,0.0,6.0,19.0,25.0
235,11-01-2011,1,0,1,1,False,2,1,0.14,234,0.1515,0.59,0.1642,0,3,3,854.0,08-02-2011,1.0,0.0,2.0,0.0,False,2.0,2.0,0.28,0.3182,0.87,0.0,4.0,6.0,10.0
236,11-01-2011,1,0,1,2,False,2,2,0.16,235,0.1515,0.55,0.194,0,3,3,855.0,08-02-2011,1.0,0.0,2.0,1.0,False,2.0,2.0,0.28,0.3182,0.87,0.0,0.0,4.0,4.0
237,11-01-2011,1,0,1,5,False,2,2,0.16,236,0.1818,0.55,0.1343,0,6,6,856.0,08-02-2011,1.0,0.0,2.0,2.0,False,2.0,2.0,0.26,0.2727,0.93,0.1045,1.0,1.0,2.0
238,11-01-2011,1,0,1,6,False,2,2,0.16,237,0.1818,0.55,0.1343,0,27,27,857.0,08-02-2011,1.0,0.0,2.0,3.0,False,2.0,3.0,0.28,0.2727,0.93,0.1642,0.0,1.0,1.0
239,11-01-2011,1,0,1,7,False,2,2,0.16,238,0.2273,0.55,0.0,2,97,99,858.0,08-02-2011,1.0,0.0,2.0,4.0,False,2.0,1.0,0.26,0.2576,0.93,0.1642,0.0,3.0,3.0
